step,x,y,yaw,e_y,e_yaw,t,delta,v_ref,delta_ref
302,89650.4,43137.3,-0.911636,-20.2689,-3.12786,-7.54098,0,3,0
303,89650.6,43137.1,-0.911636,-20.273,-3.12786,-7.84095,0,3,0
304,89650.8,43136.9,-0.911636,-20.2771,-3.12786,-8.14093,0,3,0
305,89651,43136.6,-0.911636,-20.2813,-3.12786,-8.4409,0,3,0
306,89651.2,43136.4,-0.911636,-20.2854,-3.12786,-8.74087,0,3,0
307,89651.4,43136.2,-0.911636,-20.2895,-3.12786,-9.04084,0,3,0
308,89651.5,43135.9,-0.911636,-20.2936,-3.12786,-9.34081,0,3,0
309,89651.7,43135.7,-0.911636,-20.2977,-3.12786,-9.64078,0,3,0
310,89651.9,43135.4,-0.911636,-20.3019,-3.12786,-9.94076,0,3,0
311,89652.1,43135.2,-0.911636,-20.306,-3.12786,-10.2407,0,3,0
312,89652.3,43135,-0.911636,-20.3101,-3.12786,-10.5407,0,3,0
313,89652.5,43134.7,-0.911636,-20.3142,-3.12786,-10.8407,0,3,0
314,89652.6,43134.5,-0.911636,-20.3183,-3.12786,-11.1406,0,3,0
315,89652.8,43134.3,-0.911636,-20.3225,-3.12786,-11.4406,0,3,0
316,89653,43134,-0.911636,-20.3266,-3.12786,-11.7406,0,3,0
317,89653.2,43133.8,-0.911636,-20.3307,-3.12786,-12.0406,0,3,0
318,89653.4,43133.5,-0.911636,-20.3348,-3.12786,-12.3405,0,3,0
319,89653.6,43133.3,-0.911636,-20.3389,-3.12786,-12.6405,0,3,0
320,89653.7,43133.1,-0.911636,-20.343,-3.12786,-12.9405,0,3,0
321,89653.9,43132.8,-0.911636,-20.3472,-3.12786,-13.2404,0,3,0
322,89654.1,43132.6,-0.911636,-20.3513,-3.12786,-13.5404,0,3,0
323,89654.3,43132.4,-0.911636,-20.3554,-3.12786,-13.8404,0,3,0
324,89654.5,43132.1,-0.911636,-20.3595,-3.12786,-14.1404,0,3,0
325,89654.7,43131.9,-0.911636,-20.3636,-3.12786,-14.4403,0,3,0
326,89654.8,43131.7,-0.911636,-20.3678,-3.12786,-14.7403,0,3,0
327,89655,43131.4,-0.911636,-20.3719,-3.12786,-15.0403,0,3,0
328,89655.2,43131.2,-0.911636,-20.376,-3.12786,-15.3402,0,3,0
329,89655.4,43130.9,-0.911636,-20.3801,-3.12786,-15.6402,0,3,0
330,89655.6,43130.7,-0.911636,-20.3842,-3.12786,-15.9402,0,3,0
331,89655.8,43130.5,-0.911636,-20.3884,-3.12786,-16.2402,0,3,0
332,89655.9,43130.2,-0.911636,-20.3925,-3.12786,-16.5401,0,3,0
333,89656.1,43130,-0.911636,-20.3966,-3.12786,-16.8401,0,3,0
334,89656.3,43129.8,-0.911636,-20.4007,-3.12786,-17.1401,0,3,0
335,89656.5,43129.5,-0.911636,-20.4048,-3.12786,-17.44,0,3,0
336,89656.7,43129.3,-0.911636,-20.409,-3.12786,-17.74,0,3,0
337,89656.9,43129,-0.911636,-20.4131,-3.12786,-18.04,0,3,0
338,89657,43128.8,-0.911636,-20.4172,-3.12786,-18.34,0,3,0
339,89657.2,43128.6,-0.911636,-20.4213,-3.12786,-18.6399,0,3,0
340,89657.4,43128.3,-0.911636,-20.4254,-3.12786,-18.9399,0,3,0
341,89657.6,43128.1,-0.911636,-20.4296,-3.12786,-19.2399,0,3,0
342,89657.8,43127.9,-0.911636,-20.4337,-3.12786,-19.5399,0,3,0
343,89658,43127.6,-0.911636,-20.4378,-3.12786,-19.8398,0,3,0
344,89658.2,43127.4,-0.911636,-20.4419,-3.12786,-20.1398,0,3,0
345,89658.3,43127.1,-0.911636,-20.446,-3.12786,-20.4398,0,3,0
346,89658.5,43126.9,-0.911636,-20.4502,-3.12786,-20.7397,0,3,0
347,89658.7,43126.7,-0.911636,-20.4543,-3.12786,-21.0397,0,3,0
348,89658.9,43126.4,-0.911636,-20.4584,-3.12786,-21.3397,0,3,0
349,89659.1,43126.2,-0.911636,-20.4625,-3.12786,-21.6397,0,3,0
