 default, 0.0,2.0,4.0,6.0,8.0,10.0
0.0,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000
0.1,-0.1235,-0.1186,-0.1138,-0.1091,-0.1046,-0.1001
0.2,-0.2845,-0.2732,-0.2622,-0.2514,-0.2409,-0.2307
0.3,-0.4706,-0.4519,-0.4339,-0.4166,-0.3999,-0.3838
0.4,-0.6753,-0.6479,-0.6217,-0.5967,-0.5728,-0.5499
0.5,-0.8934,-0.8577,-0.8233,-0.7900,-0.7579,-0.7267
0.6,-1.1214,-1.0772,-1.0343,-0.9927,-0.9523,-0.9130
1.0,-2.5000,-2.4000,-2.3077,-2.2222,-2.1429,-2.0689

