s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
223.1194525,89653.0107175,43174.3211744,-2.7199220,0.0036730,18.415839,0.0
223.8191610,89652.3726674,43174.0339738,-2.7131305,0.0157396,18.415839,0.0
224.5188627,89651.7378252,43173.7397668,-2.6976505,0.0285085,18.415839,0.0
225.2185494,89651.1089909,43173.4329624,-2.6724194,0.0436130,18.415839,0.0
225.9182168,89650.4898272,43173.1071239,-2.6369907,0.0576614,18.415839,0.0
226.6178527,89649.8843362,43172.7565942,-2.5928839,0.0684223,18.415839,0.0
227.3174744,89649.2963243,43172.3774998,-2.5403381,0.0817897,18.415839,0.0
228.0170864,89648.7309631,43171.9654031,-2.4776042,0.0975588,18.415839,0.0
228.7166221,89648.1950803,43171.5157591,-2.4028172,0.1162745,18.415839,0.0
229.4160078,89647.6976043,43171.0241718,-2.3110826,0.1460624,18.415839,0.0
230.1152356,89647.2529464,43170.4845433,-2.1964788,0.1817367,18.415839,0.0
230.8143437,89646.8803203,43169.8930183,-2.0516164,0.2327096,18.415839,0.0
231.5132816,89646.6084788,43169.2491111,-1.8818448,0.2531441,18.415839,0.0
232.2119111,89646.4542570,43168.5677164,-1.7007140,0.2653597,18.415839,0.0
232.9103204,89646.4282657,43167.8697910,-1.5161822,0.2629593,18.415839,0.0
233.6088138,89646.5301883,43167.1787737,-1.3390955,0.2440022,18.415839,0.0
234.3076607,89646.7479765,43166.5147291,-1.1766434,0.2209530,18.415839,0.0
235.0067703,89647.0654405,43165.8918560,-1.0264161,0.2088719,18.415839,0.0
235.7059652,89647.4702121,43165.3217389,-0.8906497,0.1794949,18.415839,0.0
236.4051964,89647.9431894,43164.8067469,-0.7744756,0.1527821,18.415839,0.0
237.1045337,89648.4684658,43164.3450573,-0.6778864,0.1234408,18.415839,0.0
237.8040465,89649.0317386,43163.9302780,-0.6017285,0.0943214,18.415839,0.0
238.5036661,89649.6212247,43163.5534839,-0.5417587,0.0771247,18.415839,0.0
239.2033194,89650.2302037,43163.2090144,-0.4943925,0.0582779,18.415839,0.0
239.9029771,89650.8527222,43162.8896530,-0.4558502,0.0518967,18.415839,0.0
240.6026393,89651.4864279,43162.5930990,-0.4208329,0.0482008,18.415839,0.0
241.3023117,89652.1297819,43162.3180770,-0.3878884,0.0459705,18.415839,0.0
242.0019944,89652.7816572,43162.0638831,-0.3563606,0.0441500,18.415839,0.0
242.7016810,89653.4410761,43161.8299431,-0.3268933,0.0400805,18.415839,0.0
243.4013630,89654.1067911,43161.6145866,-0.2984390,0.0412546,18.415839,0.0
244.1010371,89654.7784367,43161.4185352,-0.2672856,0.0477973,18.415839,0.0
244.8006956,89655.4562467,43161.2450544,-0.2284336,0.0632639,18.415839,0.0
245.5003282,89656.1410437,43161.1017405,-0.1741125,0.0920273,18.415839,0.0
246.1998917,89656.8335739,43161.0027914,-0.0993976,0.1215985,18.415839,0.0
246.8992799,89657.5318317,43160.9630424,-0.0006783,0.1607407,18.415839,0.0
247.5983736,89658.2298478,43161.0018443,0.1234650,0.1943856,18.415839,0.0
248.2973270,89658.9160359,43161.1348169,0.2660394,0.2135319,18.415839,0.0
248.9963091,89659.5748496,43161.3683557,0.4187775,0.2234791,18.415839,0.0
249.6953786,89660.1893830,43161.7015927,0.5726487,0.2167574,18.415839,0.0
250.3944761,89660.7465940,43162.1237932,0.7129419,0.1845911,18.415839,0.0
251.0936315,89661.2448777,43162.6142335,0.8301506,0.1506636,18.415839,0.0
251.7930057,89661.6889632,43163.1545225,0.9247944,0.1200016,18.415839,0.0
252.4925823,89662.0863027,43163.7303079,0.9973846,0.0875552,18.415839,0.0
253.1921909,89662.4476670,43164.3293638,1.0470839,0.0545199,18.415839,0.0
253.8918817,89662.7859628,43164.9418368,1.0771325,0.0313773,18.415839,0.0
254.5915819,89663.1107360,43165.5615971,1.0896712,0.0044633,18.415839,0.0
255.2912897,89663.4335757,43166.1823752,1.0863224,-0.0140352,18.415839,0.0
255.9909922,89663.7624935,43166.7999484,1.0672620,-0.0404488,18.415839,0.0
256.6906510,89664.1087337,43167.4079288,1.0321014,-0.0600584,18.415839,0.0
257.3902871,89664.4801960,43168.0008086,0.9775019,-0.0960370,18.415839,0.0
258.0897951,89664.8905475,43168.5673093,0.9025841,-0.1181788,18.415839,0.0
258.7891146,89665.3461466,43169.0978536,0.8052333,-0.1602224,18.415839,0.0
259.4883588,89665.8581522,43169.5740811,0.6809813,-0.1951915,18.415839,0.0
260.1874534,89666.4300650,43169.9761371,0.5313359,-0.2329768,18.415839,0.0
260.8862541,89667.0593287,43170.2800280,0.3632599,-0.2480339,18.415839,0.0
261.5848649,89667.7313856,43170.4708070,0.1867540,-0.2572550,18.415839,0.0
262.2833373,89668.4265818,43170.5383785,0.0037831,-0.2666269,18.415839,0.0
262.9817689,89669.1222284,43170.4760686,-0.1850773,-0.2741204,18.415839,0.0
263.6803272,89669.7934261,43170.2824781,-0.3759779,-0.2723955,18.415839,0.0
264.3791161,89670.4160893,43169.9653086,-0.5554824,-0.2413848,18.415839,0.0
265.0781032,89670.9768186,43169.5479772,-0.7076815,-0.1941022,18.415839,0.0
265.7773288,89671.4761062,43169.0584586,-0.8238285,-0.1381338,18.415839,0.0
266.4767894,89671.9260015,43168.5228848,-0.9048523,-0.0935672,18.415839,0.0
267.1764029,89672.3399937,43167.9589083,-0.9598085,-0.0635515,18.415839,0.0
267.8760851,89672.7285467,43167.3770305,-0.9954417,-0.0383096,18.415839,0.0
268.5757794,89673.1013713,43166.7849377,-1.0158116,-0.0199157,18.415839,0.0
269.2754861,89673.4659157,43166.1876966,-1.0253397,-0.0073191,18.415839,0.0
269.9751953,89673.8273979,43165.5885943,-1.0250771,0.0080696,18.415839,0.0
270.6749016,89674.1922556,43164.9915451,-1.0160379,0.0177678,18.415839,0.0
271.3746027,89674.5645047,43164.3990823,-1.0005179,0.0265936,18.415839,0.0
272.0743034,89674.9477129,43163.8136486,-0.9833255,0.0225487,18.415839,0.0
272.7740061,89675.3401107,43163.2343319,-0.9716411,0.0108492,18.415839,0.0
273.4737153,89675.7368985,43162.6580053,-0.9686788,-0.0023817,18.415839,0.0
274.1734236,89676.1327249,43162.0810190,-0.9726043,-0.0088387,18.415839,0.0
274.8731324,89676.5249756,43161.5015954,-0.9771195,-0.0040672,18.415839,0.0
275.5728418,89676.9155762,43160.9210573,-0.9787886,-0.0007037,18.415839,0.0
276.2725512,89677.3058908,43160.3403269,-0.9820764,-0.0086941,18.415839,0.0
276.9722538,89677.6926617,43159.7572385,-0.9956252,-0.0300340,18.415839,0.0
277.6719304,89678.0670808,43159.1661737,-1.0304341,-0.0694731,18.415839,0.0
278.3715225,89678.4122982,43158.5576887,-1.0992141,-0.1272009,18.415839,0.0
279.0708205,89678.7019629,43157.9212045,-1.2136838,-0.2003093,18.415839,0.0
279.7694944,89678.8997908,43157.2511229,-1.3787172,-0.2721304,18.415839,0.0
280.4676557,89678.9674159,43156.5562445,-1.5747010,-0.2889499,18.415839,0.0
281.1661738,89678.8943650,43155.8615567,-1.7569051,-0.2326677,18.415839,0.0
281.8653450,89678.7096469,43155.1872277,-1.8938239,-0.1591359,18.415839,0.0
282.5648427,89678.4510601,43154.5372817,-1.9845466,-0.1003187,18.415839,0.0
283.2644349,89678.1474947,43153.9069823,-2.0464501,-0.0766632,18.415839,0.0
283.9640450,89677.8105681,43153.2938471,-2.0990267,-0.0736414,18.415839,0.0
284.6636543,89677.4425141,43152.6988770,-2.1516522,-0.0767997,18.415839,0.0
285.3632737,89677.0430329,43152.1245234,-2.2075007,-0.0828554,18.415839,0.0
286.0628936,89676.6109474,43151.5742778,-2.2661963,-0.0849418,18.415839,0.0
286.7624785,89676.1469684,43151.0506917,-2.3291651,-0.0950812,18.415839,0.0
287.4619921,89675.6492660,43150.5591517,-2.3985933,-0.1034135,18.415839,0.0
288.1615041,89675.1173399,43150.1048702,-2.4720161,-0.1065085,18.415839,0.0
288.8610374,89674.5530573,43149.6914309,-2.5490203,-0.1136499,18.415839,0.0
289.5605930,89673.9577030,43149.3241010,-2.6256964,-0.1055703,18.415839,0.0
290.2601290,89673.3368858,43149.0017090,-2.6975931,-0.0999832,18.415839,0.0
290.9596584,89672.6950622,43148.7234933,-2.7648279,-0.0922391,18.415839,0.0
291.6592299,89672.0365951,43148.4872280,-2.8270271,-0.0855812,18.415839,0.0
292.3588517,89671.3651223,43148.2907722,-2.8826324,-0.0733807,18.415839,0.0
293.0584937,89670.6844330,43148.1290286,-2.9292473,-0.0598735,18.415839,0.0
293.7581543,89669.9975490,43147.9959295,-2.9663693,-0.0462408,18.415839,0.0
294.4578387,89669.3066955,43147.8851154,-2.9936359,-0.0316999,18.415839,0.0
295.1575380,89668.6135396,43147.7896486,-3.0101829,-0.0155980,18.415839,0.0
295.8572460,89667.9193743,43147.7017512,-3.0158787,-0.0006826,18.415839,0.0
296.5569544,89667.2251669,43147.6141854,-3.0111801,0.0141128,18.415839,0.0
297.2566574,89666.5318633,43147.5197695,-2.9964484,0.0279960,18.415839,0.0
297.9563482,89665.8405540,43147.4117936,-2.9732564,0.0382969,18.415839,0.0
298.6560189,89665.1524056,43147.2853382,-2.9432224,0.0475539,18.415839,0.0
299.3556869,89664.4688475,43147.1360616,-2.9060610,0.0586722,18.415839,0.0
300.0553506,89663.7919956,43146.9588589,-2.8620391,0.0671689,18.415839,0.0
300.7549705,89663.1242571,43146.7500686,-2.8121394,0.0754788,18.415839,0.0
301.4545547,89662.4685030,43146.5063382,-2.7543277,0.0897960,18.415839,0.0
302.1541078,89661.8293713,43146.2219347,-2.6859526,0.1056901,18.415839,0.0
302.8536077,89661.2130402,43145.8911235,-2.6041757,0.1281314,18.415839,0.0
303.5530300,89660.6288562,43145.5065191,-2.5068240,0.1502588,18.415839,0.0
304.2523268,89660.0883334,43145.0628400,-2.3953726,0.1684963,18.415839,0.0
304.9515020,89659.6037950,43144.5587879,-2.2751368,0.1754054,18.415839,0.0
305.6506978,89659.1845462,43143.9992299,-2.1559231,0.1655770,18.415839,0.0
306.3500003,89658.8326913,43143.3948938,-2.0461026,0.1485071,18.415839,0.0
307.0494293,89658.5453344,43142.7572207,-1.9513573,0.1224248,18.415839,0.0
307.7489553,89658.3135378,43142.0972154,-1.8743977,0.0976170,18.415839,0.0
308.4485429,89658.1273009,43141.4228723,-1.8126768,0.0788371,18.415839,0.0
309.1481654,89657.9785142,43140.7392539,-1.7629890,0.0632066,18.415839,0.0
309.8478115,89657.8600897,43140.0497031,-1.7227391,0.0518507,18.415839,0.0
310.5474921,89657.7667486,43139.3562766,-1.6889990,0.0445955,18.415839,0.0
311.2471837,89657.6950852,43138.6602646,-1.6619250,0.0327935,18.415839,0.0
311.9468762,89657.6394094,43137.9627907,-1.6422230,0.0235224,18.415839,0.0
312.6465800,89657.5952193,43137.2644838,-1.6291623,0.0138099,18.415839,0.0
313.3462884,89657.5577786,43136.5657778,-1.6238485,0.0013789,18.415839,0.0
314.0459977,89657.5210120,43135.8670351,-1.6268612,-0.0099903,18.415839,0.0
314.7457030,89657.4793621,43135.1685705,-1.6373511,-0.0199936,18.415839,0.0
315.4454026,89657.4279459,43134.4707625,-1.6537898,-0.0269942,18.415839,0.0
316.1450976,89657.3633600,43133.7740548,-1.6739156,-0.0305334,18.415839,0.0
316.8447900,89657.2839058,43133.0788882,-1.6952069,-0.0303254,18.415839,0.0
317.5444854,89657.1897199,43132.3855610,-1.7165769,-0.0307582,18.415839,0.0
318.2441826,89657.0806352,43131.6944194,-1.7380414,-0.0305957,18.415839,0.0
318.9438758,89656.9567816,43131.0057752,-1.7607605,-0.0343447,18.415839,0.0
319.6435608,89656.8164185,43130.3203138,-1.7870227,-0.0407243,18.415839,0.0
320.3432312,89656.6565869,43129.6391438,-1.8187227,-0.0498891,18.415839,0.0
