x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89466.82330718574,43304.98168211721,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89466.13807216544,43305.70648737324,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89465.45283714516,43306.431292629255,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89464.76760212486,43307.15609788528,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89464.08236710457,43307.8809031413,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89463.39713208427,43308.60570839732,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89462.71189706397,43309.33051365334,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89462.02666204369,43310.05531890936,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89461.34142702339,43310.78012416538,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89460.6561920031,43311.504929421404,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89459.9709569828,43312.22973467742,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89459.2857219625,43312.954539933446,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89458.6004869422,43313.67934518946,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89457.91525192192,43314.40415044549,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89457.23001690162,43315.128955701504,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89456.54478188133,43315.85376095753,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89455.85954686103,43316.578566213546,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89455.17431184073,43317.30337146956,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89454.48907682044,43318.02817672559,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89453.80384180015,43318.752981981605,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89453.11860677986,43319.47778723763,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89452.43337175956,43320.202592493646,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89451.74813673926,43320.92739774967,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89451.06290171896,43321.65220300569,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89450.37766669867,43322.37700826171,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
89449.69243167838,43323.10181351773,0.0,0.0,0.0,0.5584395372310499,0.8295452267701688,9.72
