time,x,y,s,e_y,e_psi,v,delta,ref_x,ref_y
14,89629.9,43130.9,0.251826,-0.00227815,0.0279797,4.16667,0.66,89630.1,43130.7
14.05,89629.8,43131,0.457408,0.0035502,0.16272,4.16667,0.66,89630,43130.9
14.1,89629.6,43131.2,0.656592,0.0373008,0.297461,4.16667,0.66,89629.8,43131
14.15,89629.4,43131.3,0.845768,0.0983619,0.432201,4.16667,0.66,89629.7,43131.2
14.2,89629.2,43131.3,1.02151,0.185627,0.566941,4.16667,0.66,89629.6,43131.3
14.25,89629,43131.4,1.18062,0.297513,0.701682,4.16667,0.66,89629.5,43131.5
14.3,89628.8,43131.4,1.32023,0.431993,0.836422,4.16667,0.66,89629.4,43131.7
14.35,89628.6,43131.4,1.4378,0.586628,0.971163,4.16667,0.66,89629.2,43131.8
14.4,89628.4,43131.4,1.5312,0.758616,1.1059,4.16667,0.66,89629.2,43131.8
14.45,89628.2,43131.3,1.59874,0.944839,1.24064,4.16667,0.66,89629.1,43132
14.5,89628,43131.2,1.6392,1.14192,1.37538,4.16667,0.66,89629.1,43132
14.55,89627.8,43131.1,1.65183,1.34629,1.51012,4.16667,0.66,89629.1,43132
14.6,89627.7,43131,1.63641,1.55424,1.64486,4.16667,0.66,89629.1,43132
14.65,89627.5,43130.8,1.59322,1.762,1.77961,4.16667,0.66,89629.1,43132
14.7,89627.4,43130.7,1.52305,1.96581,1.91435,4.16667,0.66,89629.1,43132
14.75,89627.3,43130.5,1.42716,2.16197,2.04909,4.16667,0.66,89629.1,43132
14.8,89627.3,43130.3,1.3073,2.34692,2.18383,4.16667,0.66,89629.2,43131.8
14.85,89627.2,43130.1,1.16563,2.51732,2.31857,4.16667,0.66,89629.2,43131.8
14.9,89627.2,43129.9,1.00473,2.67007,2.45331,4.16667,0.66,89629.4,43131.7
14.95,89627.2,43129.7,0.827506,2.80241,2.58805,4.16667,0.66,89629.5,43131.5
